archivo,hoja,fila_excel,prestacion,nombre_original,texto_completo,base_practica,angio,con_contraste,sin_contraste,difusion,es_material,tiene_modificador,observacion
Prácticas-Resonancias.xls,Practicas,30,900330,ANGIORES.BY PASS AXILOFEMORAL C/GADOLINO,900330 | 0 | ANGIORES.BY PASS AXILOFEMORAL C/GADOLINO | ANGIORES.BY PASS AXILOFEMORAL C/GADOLINO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORES BY PASS AXILOFEMORAL C/GADOLINO,True,False,False,False,False,True,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,31,900329,ANGIORES.BY PASS FEMOROPOPLITEO C/GADOLI,900329 | 0 | ANGIORES.BY PASS FEMOROPOPLITEO C/GADOLI | ANGIORES.BY PASS FEMOROPOPLITEO C/GADOLI |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORES BY PASS FEMOROPOPLITEO C/GADOLI,True,False,False,False,False,True,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,32,900314,ANGIORESON.DEL ENDOCRANEO S/CONTRASTE,900314 | 0 | ANGIORESON.DEL ENDOCRANEO S/CONTRASTE | ANGIORESON.DEL ENDOCRANEO S/CONTRASTE |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESON DEL ENDOCRANEO S/CONTRASTE,True,False,False,False,False,True,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,33,900331,ANGIORESONAN. BY PASS OTROS,900331 | 0 | ANGIORESONAN. BY PASS OTROS | ANGIORESONAN. BY PASS OTROS |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONAN BY PASS OTROS,True,False,False,False,False,True,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,34,900333,ANGIORESONAN. VENAS ESPERMATICAS,900333 | 0 | ANGIORESONAN. VENAS ESPERMATICAS | ANGIORESONAN. VENAS ESPERMATICAS |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONAN VENAS ESPERMATICAS,True,False,False,False,False,True,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,35,901228,ANGIORESONANCIA 3D DE AORTA ABDOMINAL Y,901228 | 0 | ANGIORESONANCIA 3D DE AORTA ABDOMINAL Y | ANGIORESONANCIA 3D DE AORTA ABDOMINAL Y |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA 3D DE AORTA ABDOMINAL Y,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,36,900316,ANGIORESONANCIA AORTA ASCENDENTE C/GADOL,900316 | 0 | ANGIORESONANCIA AORTA ASCENDENTE C/GADOL | ANGIORESONANCIA AORTA ASCENDENTE C/GADOL |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA AORTA ASCENDENTE C/GADOL,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,37,900317,ANGIORESONANCIA AORTA DESCENDENTE C/GADO,900317 | 0 | ANGIORESONANCIA AORTA DESCENDENTE C/GADO | ANGIORESONANCIA AORTA DESCENDENTE C/GADO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA AORTA DESCENDENTE C/GADO,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,38,900319,ANGIORESONANCIA AORTA TORACICA,900319 | 0 | ANGIORESONANCIA AORTA TORACICA | ANGIORESONANCIA AORTA TORACICA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA AORTA TORACICA,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,39,900327,ANGIORESONANCIA ARTERIAS M.INFERIOR C/GA,900327 | 0 | ANGIORESONANCIA ARTERIAS M.INFERIOR C/GA | ANGIORESONANCIA ARTERIAS M.INFERIOR C/GA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA ARTERIAS M INFERIOR C/GA,True,False,False,False,False,True,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,40,900321,ANGIORESONANCIA ARTERIAS RENALES C/GADO,900321 | 0 | ANGIORESONANCIA ARTERIAS RENALES C/GADO | ANGIORESONANCIA ARTERIAS RENALES C/GADO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA ARTERIAS RENALES C/GADO,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,41,901229,ANGIORESONANCIA DE ARTERIA PULMONAR Y AM,901229 | 0 | ANGIORESONANCIA DE ARTERIA PULMONAR Y AM | ANGIORESONANCIA DE ARTERIA PULMONAR Y AM |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA DE ARTERIA PULMONAR Y AM,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,42,901230,ANGIORESONANCIA DE EJE ESPLENO PORTAL,901230 | 0 | ANGIORESONANCIA DE EJE ESPLENO PORTAL | ANGIORESONANCIA DE EJE ESPLENO PORTAL |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA DE EJE ESPLENO PORTAL,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,43,900318,ANGIORESONANCIA DEL CAYADO AORTICO C/GAD,900318 | 0 | ANGIORESONANCIA DEL CAYADO AORTICO C/GAD | ANGIORESONANCIA DEL CAYADO AORTICO C/GAD |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA DEL CAYADO AORTICO C/GAD,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,44,900322,ANGIORESONANCIA TRONCO CELIACO Y MESENTE,900322 | 0 | ANGIORESONANCIA TRONCO CELIACO Y MESENTE | ANGIORESONANCIA TRONCO CELIACO Y MESENTE |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA TRONCO CELIACO Y MESENTE,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,45,900323,ANGIORESONANCIA VARICES ESOFAGICAS,900323 | 0 | ANGIORESONANCIA VARICES ESOFAGICAS | ANGIORESONANCIA VARICES ESOFAGICAS |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA VARICES ESOFAGICAS,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,46,900315,ANGIORESONANCIA VASOS DE CUELLO SIN GADO,900315 | 0 | ANGIORESONANCIA VASOS DE CUELLO SIN GADO | ANGIORESONANCIA VASOS DE CUELLO SIN GADO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA VASOS DE CUELLO SIN GADO,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,47,900326,ANGIORESONANCIA VASOS ILIACOS C/GADOLINO,900326 | 0 | ANGIORESONANCIA VASOS ILIACOS C/GADOLINO | ANGIORESONANCIA VASOS ILIACOS C/GADOLINO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA VASOS ILIACOS C/GADOLINO,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,48,900260,ANGIORESONANCIA VENA CAVA INFERIOR,900260 | 0 | ANGIORESONANCIA VENA CAVA INFERIOR | ANGIORESONANCIA VENA CAVA INFERIOR |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA VENA CAVA INFERIOR,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,49,900325,ANGIORESONANCIA VENAS SUPRAHEPATICAS,900325 | 0 | ANGIORESONANCIA VENAS SUPRAHEPATICAS | ANGIORESONANCIA VENAS SUPRAHEPATICAS |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORESONANCIA VENAS SUPRAHEPATICAS,True,False,False,False,False,True,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,50,900423,ANGIORRESONANCIA CON CONTRASTE,900423 | 0 | ANGIORRESONANCIA CON CONTRASTE | ANGIORRESONANCIA CON CONTRASTE |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ANGIORRESONANCIA,True,True,False,False,False,True,
Prácticas-Resonancias.xls,Practicas,51,900381,ARTRORESONANCIA C/INYECCION DE GADOLINIO,900381 | 0 | ARTRORESONANCIA C/INYECCION DE GADOLINIO | ARTRORESONANCIA C/INYECCION DE GADOLINIO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ARTRORESONANCIA C/INYECCION DE GADOLINIO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,52,900346,COLANGIORESONANCIA,900346 | 0 | COLANGIORESONANCIA | COLANGIORESONANCIA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,COLANGIORESONANCIA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,53,3008409,DEXAMETASONA EV,3008409 | 0 | DEXAMETASONA EV | DEXAMETASONA EV |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Set de Farmacia | No |,DEXAMETASONA EV,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,54,3008338,DIFENHIDRAMINA,3008338 | 0 | DIFENHIDRAMINA | DIFENHIDRAMINA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Set de Farmacia | No |,DIFENHIDRAMINA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,55,900427,ENTERORESONANCIA,900427 | 0 | ENTERORESONANCIA | ENTERORESONANCIA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,ENTERORESONANCIA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,56,900275,FLEBORESONANCIA,900275 | 0 | FLEBORESONANCIA | FLEBORESONANCIA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,FLEBORESONANCIA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,57,3008974,GADOBUTROL gadovist7.5 ml,3008974 | 0 | GADOBUTROL gadovist7.5 ml | GADOBUTROL gadovist 7.5 ml |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Set de Farmacia | No |,GADOBUTROL GADOVIST7 5 ML,False,False,False,False,False,False,
Prácticas-Resonancias.xls,Practicas,58,3008975,GADOPENTATO DE DIMEGLUMINA,3008975 | 0 | GADOPENTATO DE DIMEGLUMINA | GADOPENTATO DE DIMEGLUMINA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Set de Farmacia | No |,GADOPENTATO DE DIMEGLUMINA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,59,3008569,LIDOCAINA 2%,3008569 | 0 | LIDOCAINA 2% | LIDOCAINA 2% |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Set de Farmacia | No |,LIDOCAINA 2,False,False,False,False,False,False,
Prácticas-Resonancias.xls,Practicas,60,901224,RMN 3D DE REGION PARASELAR Y GLANDULA HIPOFISARIA,901224 | 0 | RMN 3D DE REGION PARASELAR Y GLANDULA HIPOFISARIA | RMN 3D DE REGION PARASELAR Y GLANDULA HIPOFISARIA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN 3D DE REGION PARASELAR Y GLANDULA HIPOFISARIA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,61,901223,RMN 3D DE TRIGEMINO,901223 | 0 | RMN 3D DE TRIGEMINO | RMN 3D DE TRIGEMINO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN 3D DE TRIGEMINO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,62,900287,RMN ABDOMEN,900287 | 0 | RMN ABDOMEN | RMN ABDOMEN |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN ABDOMEN,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,63,900281,RMN ANTEBRAZO,900281 | 0 | RMN ANTEBRAZO | RMN ANTEBRAZO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN ANTEBRAZO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,64,900254,RMN ARTICULACION TEMPOROMANDIBULAR,900254 | 0 | RMN ARTICULACION TEMPOROMANDIBULAR | RMN ARTICULACION TEMPOROMANDIBULAR |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN ARTICULACION TEMPOROMANDIBULAR,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,65,900337,RMN BRAZO,900337 | 0 | RMN BRAZO | RMN BRAZO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN BRAZO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,66,900301,RMN CADERA,900301 | 0 | RMN CADERA | RMN CADERA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN CADERA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,67,900428,RMN CARDIACA,900428 | 0 | RMN CARDIACA | RMN CARDIACA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN CARDIACA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,68,900245,RMN CEREBRO,900245 | 0 | RMN CEREBRO | RMN CEREBRO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN CEREBRO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,69,900279,RMN CODO,900279 | 0 | RMN CODO | RMN CODO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN CODO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,70,900262,RMN COLUMNA CERVICAL,900262 | 0 | RMN COLUMNA CERVICAL | RMN COLUMNA CERVICAL |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN COLUMNA CERVICAL,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,71,900265,RMN COLUMNA DORSAL,900265 | 0 | RMN COLUMNA DORSAL | RMN COLUMNA DORSAL |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN COLUMNA DORSAL,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,72,900267,RMN COLUMNA LUMBAR,900267 | 0 | RMN COLUMNA LUMBAR | RMN COLUMNA LUMBAR |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN COLUMNA LUMBAR,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,73,900269,RMN COLUMNA SACROCOXIGEA,900269 | 0 | RMN COLUMNA SACROCOXIGEA | RMN COLUMNA SACROCOXIGEA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN COLUMNA SACROCOXIGEA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,74,901236,RMN CONDUCTO AUDITIVO INTERNO,901236 | 0 | RMN CONDUCTO AUDITIVO INTERNO | RMN CONDUCTO AUDITIVO INTERNO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN CONDUCTO AUDITIVO INTERNO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,75,900261,RMN CUELLO,900261 | 0 | RMN CUELLO | RMN CUELLO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN CUELLO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,76,900299,RMN CUERPOS CAVERNOSOS,900299 | 0 | RMN CUERPOS CAVERNOSOS | RMN CUERPOS CAVERNOSOS |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN CUERPOS CAVERNOSOS,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,77,900293,RMN DEL EMBARAZO,900293 | 0 | RMN DEL EMBARAZO | RMN DEL EMBARAZO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN DEL EMBARAZO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,78,900312,RMN DIFUSION,900312 | 0 | RMN DIFUSION | RMN DIFUSION |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN,False,False,False,True,False,True,
Prácticas-Resonancias.xls,Practicas,79,900404,RMN DINAMICA DEL LCR,900404 | 0 | RMN DINAMICA DEL LCR | RMN DINAMICA DEL LCR |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN DINAMICA DEL LCR,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,80,900274,RMN FOSA POSTERIOR,900274 | 0 | RMN FOSA POSTERIOR | RMN FOSA POSTERIOR |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN FOSA POSTERIOR,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,81,900405,RMN FUNCIONAL ACTIVADOR CEREBRAL,900405 | 0 | RMN FUNCIONAL ACTIVADOR CEREBRAL | RMN FUNCIONAL ACTIVADOR CEREBRAL |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN FUNCIONAL ACTIVADOR CEREBRAL,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,82,900257,RMN GLANDULAS SALIVALES,900257 | 0 | RMN GLANDULAS SALIVALES | RMN GLANDULAS SALIVALES |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN GLANDULAS SALIVALES,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,83,342038,RMN HEPATOBILIAR ESPLENICA PANCREATICA,342038 | 0 | RMN HEPATOBILIAR ESPLENICA PANCREATICA | RMN HEPATOBILIAR ESPLENICA PANCREATICA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN HEPATOBILIAR ESPLENICA PANCREATICA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,84,900335,RMN HOMBRO,900335 | 0 | RMN HOMBRO | RMN HOMBRO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN HOMBRO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,85,900426,RMN LINFOGRAFIA,900426 | 0 | RMN LINFOGRAFIA | RMN LINFOGRAFIA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN LINFOGRAFIA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,86,900253,RMN LOBULO TEMPORAL,900253 | 0 | RMN LOBULO TEMPORAL | RMN LOBULO TEMPORAL |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN LOBULO TEMPORAL,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,87,900259,RMN MACIZO FACIAL,900259 | 0 | RMN MACIZO FACIAL | RMN MACIZO FACIAL |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN MACIZO FACIAL,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,88,900288,RMN MAMARIA,900288 | 0 | RMN MAMARIA | RMN MAMARIA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN MAMARIA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,89,900285,RMN MANO,900285 | 0 | RMN MANO | RMN MANO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN MANO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,90,900425,RMN MIELOGRAFIA,900425 | 0 | RMN MIELOGRAFIA | RMN MIELOGRAFIA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN MIELOGRAFIA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,91,900283,RMN MUNECA,900283 | 0 | RMN MUNECA | RMN MUNECA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN MUNECA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,92,900303,RMN MUSLO,900303 | 0 | RMN MUSLO | RMN MUSLO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN MUSLO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,93,900251,RMN ORBITAS,900251 | 0 | RMN ORBITAS | RMN ORBITAS |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN ORBITAS,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,94,900291,RMN PELVIS,900291 | 0 | RMN PELVIS | RMN PELVIS |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN PELVIS,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,95,900488,RMN PELVIS DE ALTA RESOLUCION,900488 | 0 | RMN PELVIS DE ALTA RESOLUCION | RMN PELVIS DE ALTA RESOLUCION |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN PELVIS DE ALTA RESOLUCION,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,96,900407,RMN PERFUSION,900407 | 0 | RMN PERFUSION | RMN PERFUSION |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN PERFUSION,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,97,900311,RMN PIE,900311 | 0 | RMN PIE | RMN PIE |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN PIE,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,98,900307,RMN PIERNA,900307 | 0 | RMN PIERNA | RMN PIERNA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN PIERNA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,99,900424,RMN PISO PELVIANO (DEFECOGRAFIA),900424 | 0 | RMN PISO PELVIANO (DEFECOGRAFIA) | RMN PISO PELVIANO (DEFECOGRAFIA) |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN PISO PELVIANO (DEFECOGRAFIA),False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,100,900417,RMN PLEXO BRAQUIAL,900417 | 0 | RMN PLEXO BRAQUIAL | RMN PLEXO BRAQUIAL |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN PLEXO BRAQUIAL,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,101,900421,RMN PROSTATA,900421 | 0 | RMN PROSTATA | RMN PROSTATA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN PROSTATA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,102,900420,RMN RECTAL,900420 | 0 | RMN RECTAL | RMN RECTAL |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN RECTAL,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,103,900295,RMN RETROPERITONEO,900295 | 0 | RMN RETROPERITONEO | RMN RETROPERITONEO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN RETROPERITONEO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,104,900305,RMN RODILLA,900305 | 0 | RMN RODILLA | RMN RODILLA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN RODILLA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,105,900248,RMN SILLA TURCA,900248 | 0 | RMN SILLA TURCA | RMN SILLA TURCA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN SILLA TURCA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,106,900419,RMN SISTEMA NERVIOSO PERIFERICO (NEUROGR,900419 | 0 | RMN SISTEMA NERVIOSO PERIFERICO (NEUROGR | RMN SISTEMA NERVIOSO PERIFERICO (NEUROGR |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN SISTEMA NERVIOSO PERIFERICO (NEUROGR,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,107,900297,RMN TESTICULAR,900297 | 0 | RMN TESTICULAR | RMN TESTICULAR |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN TESTICULAR,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,108,342005,RMN TIROIDEA,342005 | 0 | RMN TIROIDEA | RMN TIROIDEA |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN TIROIDEA,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,109,900309,RMN TOBILLO,900309 | 0 | RMN TOBILLO | RMN TOBILLO |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN TOBILLO,False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,110,900271,RMN TORAX (MEDIASTINO),900271 | 0 | RMN TORAX (MEDIASTINO) | RMN TORAX (MEDIASTINO) |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN TORAX (MEDIASTINO),False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,111,900273,RMN TORAX (PULMON),900273 | 0 | RMN TORAX (PULMON) | RMN TORAX (PULMON) |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Práctica | Sí | Unico,RMN TORAX (PULMON),False,False,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,112,3006820,SOL.FISIOLOGICA 250cc,3006820 | 0 | SOL.FISIOLOGICA 250cc | SOL.FISIOLOGICA 250cc. |  | Resonancia Magnetica | RESONANCIA MAGNETICA | Set de Farmacia | No |,SOL FISIOLOGICA 250CC,False,False,False,False,False,False,
