archivo,hoja,fila_excel,prestacion,nombre_original,base_practica,modalidad,subtipo_propuesto,grupo_codigo_propuesto,grupo_nombre_propuesto,angio,con_contraste,sin_contraste,difusion,observacion
Prácticas-Ecografías.xls,Practicas,4,900137,ECODOPPLER 4 VASOS DE CUELLO,ECODOPPLER 4 VASOS DE CUELLO,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,5,900092,ECODOPPLER AORTA ABDOMINAL,ECODOPPLER AORTA ABDOMINAL,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,6,180604,ECODOPPLER AORTA TORACICA,ECODOPPLER AORTA TORACICA,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,7,900175,"ECODOPPLER AORTA, CAVA, RAMAS VISCERALES",ECODOPPLER AORTA CAVA RAMAS VISCERALES,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,
Prácticas-Ecografías.xls,Practicas,8,180616,ECODOPPLER AORTOILIACO,ECODOPPLER AORTOILIACO,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,9,900046,ECODOPPLER ARTERIAL MM INFERIORES,ECODOPPLER ARTERIAL MM INFERIORES,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,10,900045,ECODOPPLER ARTERIAL MM SUPERIORES,ECODOPPLER ARTERIAL MM SUPERIORES,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,11,180615,ECODOPPLER ARTERIAS SUBCLAVIAS,ECODOPPLER ARTERIAS SUBCLAVIAS,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,12,900009,ECODOPPLER CARDIACO,ECODOPPLER CARDIACO,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,13,900025,ECODOPPLER CAROTIDO VERTEBRAL,ECODOPPLER CAROTIDO VERTEBRAL,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,14,180203,ECODOPPLER CIRCULACION PORTAL,ECODOPPLER CIRCULACION PORTAL,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,15,900688,ECODOPPLER CON ANALISIS DE STRAIN,ECODOPPLER CON ANALISIS DE STRAIN,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,16,901122,ECODOPPLER DERMATOLOGICO,ECODOPPLER DERMATOLOGICO,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,17,180204,ECODOPPLER ESPLENICO-CAVA,ECODOPPLER ESPLENICO-CAVA,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,18,900199,ECODOPPLER HEPATICO,ECODOPPLER HEPATICO,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,19,900453,ECODOPPLER HUESOS NASALES,ECODOPPLER HUESOS NASALES,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,20,900160,ECODOPPLER MAMARIO,ECODOPPLER MAMARIO,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,21,900401,ECODOPPLER OVARIO,ECODOPPLER OVARIO,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,22,180120,ECODOPPLER PARTES BLANDAS,ECODOPPLER PARTES BLANDAS,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,23,900086,ECODOPPLER PELVIANO,ECODOPPLER PELVIANO,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,24,900019,ECODOPPLER RENAL,ECODOPPLER RENAL,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,25,900029,ECODOPPLER TESTICULAR,ECODOPPLER TESTICULAR,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,26,900037,ECODOPPLER TIROIDES,ECODOPPLER TIROIDES,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,27,900402,ECODOPPLER TOCOGINECOLOGICO,ECODOPPLER TOCOGINECOLOGICO,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,28,900044,ECODOPPLER TRANSVAGINAL,ECODOPPLER TRANSVAGINAL,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,29,900374,ECODOPPLER VASOS PENEANOS CON DROGAS VASOACTIVAS,ECODOPPLER VASOS PENEANOS CON DROGAS VASOACTIVAS,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,30,900048,ECODOPPLER VENOSO MM INFERIORES,ECODOPPLER VENOSO MM INFERIORES,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,31,900047,ECODOPPLER VENOSO MM SUPERIORES,ECODOPPLER VENOSO MM SUPERIORES,ECO,DOPPLER,ECO_DOPPLER,Doppler,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,32,180304,ECOESTRESS CON EJERCICIO,ECOESTRESS CON EJERCICIO,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,33,180117,ECOGRAFIA AORTA ABDOMINAL DINAMICA Y,ECOGRAFIA AORTA ABDOMINAL DINAMICA Y,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,34,180107,ECOGRAFIA CEREBRAL -CON MODO B Y A-,ECOGRAFIA CEREBRAL -CON MODO B Y A-,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,35,180112,ECOGRAFIA COMPLETA DE ABDOMEN,ECOGRAFIA COMPLETA DE ABDOMEN,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,36,900038,ECOGRAFIA DE CADERA UNI/BILATERAL,ECOGRAFIA DE CADERA UNI/BILATERAL,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,37,900036,ECOGRAFIA DE MIEMBRO INFERIOR,ECOGRAFIA DE MIEMBRO INFERIOR,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,38,900022,ECOGRAFIA DE PARTES BLANDAS,ECOGRAFIA DE PARTES BLANDAS,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,39,180111,ECOGRAFIA DE TESTICULOS,ECOGRAFIA DE TESTICULOS,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,40,180114,ECOGRAFIA DE VEJIGA O PROSTATA CON O SIN,ECOGRAFIA DE VEJIGA O PROSTATA CON O SIN,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,41,180113,"ECOGRAFIA HEPATICA, BILIAR, ESPLENICA O",ECOGRAFIA HEPATICA BILIAR ESPLENICA O,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,
Prácticas-Ecografías.xls,Practicas,42,180106,ECOGRAFIA MAMARIA UNI O BILATERAL,ECOGRAFIA MAMARIA UNI O BILATERAL,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,43,180118,ECOGRAFIA PANCREATICA O SUPRARRENAL,ECOGRAFIA PANCREATICA O SUPRARRENAL,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,44,900866,ECOGRAFIA PARTES BLANDAS DOS REGIONES,ECOGRAFIA PARTES BLANDAS DOS REGIONES,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,45,901801,ECOGRAFIA PROSTATICA TRANSRECTAL,ECOGRAFIA PROSTATICA TRANSRECTAL,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,46,901833,ECOGRAFIA PROSTATICA TRANSRECTAL RANDOMIZADA CON BIOPSIA,ECOGRAFIA PROSTATICA TRANSRECTAL RANDOMIZADA CON BIOPSIA,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,47,180116,ECOGRAFIA RENAL BILATERAL,ECOGRAFIA RENAL BILATERAL,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,48,180110,ECOGRAFIA TIROIDEA,ECOGRAFIA TIROIDEA,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,49,180104,ECOGRAFIA TOCOGINECOLOGICA,ECOGRAFIA TOCOGINECOLOGICA,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,50,900043,ECOGRAFIA TRANSESOFAGICA,ECOGRAFIA TRANSESOFAGICA,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,51,900689,ECOGRAFIA TRANSESOFAGICA CON PASO DE BURBUJAS,ECOGRAFIA TRANSESOFAGICA CON PASO DE BURBUJAS,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,52,900667,ECOGRAFIA TRANSESOFAGICA CON SEDACION,ECOGRAFIA TRANSESOFAGICA CON SEDACION,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,53,900023,ECOGRAFIA TRANSVAGINAL SIN BIOPSIA,ECOGRAFIA TRANSVAGINAL SIN BIOPSIA,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-Ecografías.xls,Practicas,54,900653,ELASTOGRAFIA HEPATICA,ELASTOGRAFIA HEPATICA,ECO,ECOGRAFIA,ECO_ECOGRAFIA,Ecografía,False,False,False,False,base_no_separada
Prácticas-mamografías.xls,Practicas,2,340611,MAMOGRAFIA - ADICIONAL TECNICA DE EKLUND,MAMOGRAFIA - ADICIONAL TECNICA DE EKLUND,MAM,MAMOGRAFIA,MAM_MAMOGRAFIA,Mamografía,False,False,False,False,base_no_separada
Prácticas-mamografías.xls,Practicas,3,345002,MAMOGRAFIA CON MAGNIFICACION BILATERAL,MAMOGRAFIA CON MAGNIFICACION BILATERAL,MAM,MAMOGRAFIA,MAM_MAMOGRAFIA,Mamografía,False,False,False,False,base_no_separada
Prácticas-mamografías.xls,Practicas,4,345001,MAMOGRAFIA CON MAGNIFICACION UNILATERAL,MAMOGRAFIA CON MAGNIFICACION UNILATERAL,MAM,MAMOGRAFIA,MAM_MAMOGRAFIA,Mamografía,False,False,False,False,base_no_separada
Prácticas-mamografías.xls,Practicas,5,340602,MAMOGRAFIA PROYECCION AXILAR,MAMOGRAFIA PROYECCION AXILAR,MAM,MAMOGRAFIA,MAM_MAMOGRAFIA,Mamografía,False,False,False,False,base_no_separada
Prácticas-mamografías.xls,Practicas,6,340601,MAMOGRAFIA SENOGRAFIA,MAMOGRAFIA SENOGRAFIA,MAM,MAMOGRAFIA,MAM_MAMOGRAFIA,Mamografía,False,False,False,False,base_no_separada
Prácticas-mamografías.xls,Practicas,7,341101,MARCACION MAMARIA PREQUIRURGICA,MARCACION MAMARIA PREQUIRURGICA,MAM,MAMOGRAFIA,MAM_MAMOGRAFIA,Mamografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,2,340507,CISTOURETROGRAFIA MICCIONAL - CISTOURE,CISTOURETROGRAFIA MICCIONAL - CISTOURE,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,3,340412,"COLON P/ENEMA, EVACUADO Y DOBLE CONTRAS-",COLON P/ENEMA EVACUADO Y DOBLE CONTRAS-,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,4,340604,HISTEROSALPINGOGRAFIA C/PRUEBA DE COTTE,HISTEROSALPINGOGRAFIA C/PRUEBA DE COTTE,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,6,340103,RADIOSCOP.C/CIRCUITO CERRADO DE TV.,RADIOSCOP C/CIRCUITO CERRADO DE TV,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,7,340422,RX ABDOMEN SUBSIGUIENTE,RX ABDOMEN SUBSIGUIENTE,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,8,340234,RX BRAZOS + SUBSIGUIENTE (340213),RX BRAZOS + SUBSIGUIENTE (340213),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,9,340213,"RX CODO,ANTEBRAZO,MUNECA,MANO, DEDOS, RODILLA, PIERNA, TOBILLO Y PIE (dos por placa)",RX CODO ANTEBRAZO MUNECA MANO DEDOS RODILLA PIERNA TOBILLO Y PIE (DOS POR PLACA),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,10,340209,RX COLUMNA,RX COLUMNA,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,11,340201,RX CRANEO,RX CRANEO,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,12,340421,RX DE ABDOMEN,RX DE ABDOMEN,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,13,340236,RX MANO + SUBSIGUIENTE (340213),RX MANO + SUBSIGUIENTE (340213),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,14,340238,RX PIERNA + SUBSIGUIENTE (340213),RX PIERNA + SUBSIGUIENTE (340213),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,15,340240,RX RODILLA + SUBSIGUIENTE (340213),RX RODILLA + SUBSIGUIENTE (340213),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,16,340501,RX SIMPLE ARBOL URINARIO,RX SIMPLE ARBOL URINARIO,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,17,340210,RX SUBSIG. COLUMNA (340210),RX SUBSIG COLUMNA (340210),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,18,340202,RX SUBSIG. DE CRANEO,RX SUBSIG DE CRANEO,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,19,340302,RX SUBSIG. DE TORAX,RX SUBSIG DE TORAX,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,20,340212,RX SUBSIG.(de codigo 340211),RX SUBSIG (DE CODIGO 340211),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,21,340237,RX TOBILLO + SUBSIGUIENTE (340213),RX TOBILLO + SUBSIGUIENTE (340213),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,22,340249,RX. MUNECA + SUBSIGUIENTE (340213),RX MUNECA + SUBSIGUIENTE (340213),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,23,340247,RX. PIE + SUBSIGUIENTE (340213),RX PIE + SUBSIGUIENTE (340213),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,24,340301,RX. TORAX,RX TORAX,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,25,340211,"RX.HOMBRO,HUMERO,PELVIS,CADERA,FEMUR. (primera exposicion)",RX HOMBRO HUMERO PELVIS CADERA FEMUR (PRIMERA EXPOSICION),RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,26,340405,SERIADA ESOFAGOGASTRODUODENAL,SERIADA ESOFAGOGASTRODUODENAL,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,27,170119,TILT TEST,TILT TEST,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,28,340407,TRANSITO DE INTESTINO DELGADO O DE COLON,TRANSITO DE INTESTINO DELGADO O DE COLON,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-radiología.xls,Practicas,29,340502,UROGRAMA EXCRET.PIELOGR.DESC.P/EST.,UROGRAMA EXCRET PIELOGR DESC P/EST,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,30,340503,"UROGRAMA EXCRETOR CON ESTUDIO VESICAL,",UROGRAMA EXCRETOR CON ESTUDIO VESICAL,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,
Prácticas-radiología.xls,Practicas,31,900163,VIDEODEGLUCION,VIDEODEGLUCION,RAD,RADIOGRAFIA,RAD_RADIOGRAFIA,Radiografía,False,False,False,False,base_no_separada
Prácticas-Resonancias.xls,Practicas,29,900332,ANGIORES.ARTER.SUBCL.Y VASOS DIST.M.SUP.,ANGIORES ARTER SUBCL Y VASOS DIST M SUP,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,30,900330,ANGIORES.BY PASS AXILOFEMORAL C/GADOLINO,ANGIORES BY PASS AXILOFEMORAL C/GADOLINO,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,31,900329,ANGIORES.BY PASS FEMOROPOPLITEO C/GADOLI,ANGIORES BY PASS FEMOROPOPLITEO C/GADOLI,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,32,900314,ANGIORESON.DEL ENDOCRANEO S/CONTRASTE,ANGIORESON DEL ENDOCRANEO S/CONTRASTE,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,33,900331,ANGIORESONAN. BY PASS OTROS,ANGIORESONAN BY PASS OTROS,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,34,900333,ANGIORESONAN. VENAS ESPERMATICAS,ANGIORESONAN VENAS ESPERMATICAS,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,35,901228,ANGIORESONANCIA 3D DE AORTA ABDOMINAL Y,ANGIORESONANCIA 3D DE AORTA ABDOMINAL Y,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,36,900316,ANGIORESONANCIA AORTA ASCENDENTE C/GADOL,ANGIORESONANCIA AORTA ASCENDENTE C/GADOL,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,37,900317,ANGIORESONANCIA AORTA DESCENDENTE C/GADO,ANGIORESONANCIA AORTA DESCENDENTE C/GADO,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,38,900319,ANGIORESONANCIA AORTA TORACICA,ANGIORESONANCIA AORTA TORACICA,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,39,900327,ANGIORESONANCIA ARTERIAS M.INFERIOR C/GA,ANGIORESONANCIA ARTERIAS M INFERIOR C/GA,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito
Prácticas-Resonancias.xls,Practicas,40,900321,ANGIORESONANCIA ARTERIAS RENALES C/GADO,ANGIORESONANCIA ARTERIAS RENALES C/GADO,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,41,901229,ANGIORESONANCIA DE ARTERIA PULMONAR Y AM,ANGIORESONANCIA DE ARTERIA PULMONAR Y AM,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,42,901230,ANGIORESONANCIA DE EJE ESPLENO PORTAL,ANGIORESONANCIA DE EJE ESPLENO PORTAL,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,43,900318,ANGIORESONANCIA DEL CAYADO AORTICO C/GAD,ANGIORESONANCIA DEL CAYADO AORTICO C/GAD,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,44,900322,ANGIORESONANCIA TRONCO CELIACO Y MESENTE,ANGIORESONANCIA TRONCO CELIACO Y MESENTE,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
Prácticas-Resonancias.xls,Practicas,45,900323,ANGIORESONANCIA VARICES ESOFAGICAS,ANGIORESONANCIA VARICES ESOFAGICAS,RES,ANGIO,RES_ANGIO,Resonancia Angio,True,False,False,False,angio_sin_contraste_explicito;base_no_separada
