archivo,hoja,fila_excel,prestacion,nombre_original,base_practica,modalidad,subtipo_propuesto,grupo_codigo_propuesto,grupo_nombre_propuesto,angio,con_contraste,sin_contraste,difusion,observacion
Prácticas-Tomografías.xls,Practicas,69,341001,TAC CEREBRAL (sin contraste),TAC CEREBRAL ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,71,341002,TAC CEREBRAL REFORZADA (con contraste),TAC CEREBRAL REFORZADA ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,True,False,False,
Prácticas-Tomografías.xls,Practicas,72,901619,TAC CODOS UNILATERAL,TAC CODOS UNILATERAL,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,73,341013,TAC COLUMNA (sin contraste),TAC COLUMNA ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,74,900101,TAC DE ABDOMEN C/CONTRASTE,TAC DE ABDOMEN C/CONTRASTE,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,75,341032,TAC DE PELVIS CON CONTRASTE,TAC DE PELVIS,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,True,False,False,
Prácticas-Tomografías.xls,Practicas,76,341014,TAC DE PELVIS SIN CONTRASTE,TAC DE PELVIS,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,77,901211,TAC DINAMICA EN 3 FASES ARTERIALES,TAC DINAMICA EN 3 FASES ARTERIALES,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,78,900903,TAC FEMUR,TAC FEMUR,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,79,341007,TAC GINECOLOGICA (sin contraste),TAC GINECOLOGICA ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,80,900193,TAC GINECOLOGICA C/CONTRASTE,TAC GINECOLOGICA C/CONTRASTE,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,81,900194,TAC HEPATOBILIAR/RENAL (con contraste),TAC HEPATOBILIAR/RENAL ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,True,False,False,
Prácticas-Tomografías.xls,Practicas,82,341009,TAC HEPATOBILIAR/RENAL (sin contraste),TAC HEPATOBILIAR/RENAL ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,84,900458,TAC MACIZO FACIAL SIN CONTRASTE,TAC MACIZO FACIAL,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,85,900192,TAC MAMARIA C/CONTRASTE,TAC MAMARIA C/CONTRASTE,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,86,341006,TAC MAMARIA SIN CONTRASTE,TAC MAMARIA,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,88,900839,TAC MANO SIN CONTRASTE,TAC MANO,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,89,900837,TAC MUNECA CON CONTRASTE,TAC MUNECA,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,True,False,False,
Prácticas-Tomografías.xls,Practicas,90,900835,TAC MUNECA SIN CONTRASTE,TAC MUNECA,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,91,341004,TAC OFTALMOLOGICA    (sin contraste),TAC OFTALMOLOGICA ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,92,900190,TAC OFTALMOLOGICA C/CONTRASTE,TAC OFTALMOLOGICA C/CONTRASTE,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,93,900907,TAC OIDO,TAC OIDO,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,96,901232,TAC OSTEOARTICULAR 3D CON O SIN SUPRESION METALICA,TAC OSTEOARTICULAR 3D CON O SIN SUPRESION METALICA,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,97,900196,TAC OTROS ORGANOS (con contraste),TAC OTROS ORGANOS ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,True,False,False,
Prácticas-Tomografías.xls,Practicas,98,341012,TAC OTROS ORGANOS (sin contraste),TAC OTROS ORGANOS ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,99,900836,TAC PIE CON CONTRASTE,TAC PIE,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,True,False,False,
Prácticas-Tomografías.xls,Practicas,101,900901,TAC PIERNA,TAC PIERNA,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,102,900915,TAC RECONSTRCCION OSEA 3D,TAC RECONSTRCCION OSEA 3D,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,103,900902,TAC RODILLA,TAC RODILLA,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,104,900856,TAC RODILLA 3D,TAC RODILLA 3D,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,105,901245,TAC SCREENING DE TORAX,TAC SCREENING DE TORAX,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,106,341005,TAC TIROIDEA (sin contraste),TAC TIROIDEA ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,107,900191,TAC TIROIDEA C/CONTRASTE,TAC TIROIDEA C/CONTRASTE,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,110,341010,TAC TORACICA (sin contraste),TAC TORACICA ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,111,900100,TAC TORACICA C/CONTRASTE,TAC TORACICA C/CONTRASTE,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,112,902233,TAC TRIPLE RULE OUT,TAC TRIPLE RULE OUT,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,113,341011,TAC VEJIGA Y PROSTATA (sin contraste),TAC VEJIGA Y PROSTATA ( ),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,True,False,
Prácticas-Tomografías.xls,Practicas,114,900195,TAC VEJIGA Y PROSTATA C/CONTRASTE,TAC VEJIGA Y PROSTATA C/CONTRASTE,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,115,901195,TAC VEJIGA Y PROSTATA CON CONTRASTE,TAC VEJIGA Y PROSTATA,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,True,False,False,
Prácticas-Tomografías.xls,Practicas,117,900099,TAC.DE COLUMNA C/CONTRASTE,TAC DE COLUMNA C/CONTRASTE,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,
Prácticas-Tomografías.xls,Practicas,118,3008484,TRIAMCINOLONA,TRIAMCINOLONA,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,119,901240,UROTOMOGRAFIA,UROTOMOGRAFIA,TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,120,3009083,XENETIX (100ml),XENETIX (100ML),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,121,3009084,XENETIX 300 (50ml),XENETIX 300 (50ML),TOM,SIMPLE,TOM_SIMPLE,Tomografía simple,False,False,False,False,base_no_separada
Prácticas-Tomografías.xls,Practicas,70,341003,TAC CEREBRAL DE CONTROL (s/contraste),TAC CEREBRAL DE CONTROL (S/CONTRASTE),TOM,SIN_CONTRASTE,TOM_SIN_CONTRASTE,Tomografía sin contraste,False,False,False,False,base_no_separada
